scenario_id,feeder_id,pv_bus,existing_pv_kw,new_pv_kw,total_pv_kw,base_pv_bus_voltage_pu,pv_pv_bus_voltage_pu,delta_pv_bus_voltage_pu,base_min_voltage_pu,base_max_voltage_pu,pv_min_voltage_pu,pv_max_voltage_pu,max_voltage_rise_pu,worst_voltage_bus,base_max_line_loading_pct,pv_max_line_loading_pct,base_max_transformer_loading_pct,pv_max_transformer_loading_pct,worst_line,worst_transformer,base_total_p_kw,pv_total_p_kw,delta_total_p_kw,base_total_q_kvar,pv_total_q_kvar,delta_total_q_kvar,base_losses_kw,pv_losses_kw,delta_losses_kw,reverse_power_flow,constraint_type,constraint_reason,label,base_min_voltage_bus,base_max_voltage_bus,pv_min_voltage_bus,pv_max_voltage_bus,delta_line_loading_pct,delta_transformer_loading_pct,existing_load_at_bus_kw,pv_bus_vn_kv,base_worst_line,base_worst_transformer,reverse_reason,converged
S00312,IEEE_CompTestFeeder,7481,10,142,152,0.95689,0.97072,0.01384,0.90635,1.0055,0.9121,1.00724,0.00175,702,8.74,8.31,92.75,92.38,OH-1 parallel with OH-2,T1,4165.42,3983.65,-181.77,1684.56,1610.4,-74.16,439.33,399.56,-39.77,1,caution,reverse flow,CAUTION,734,702,734,702,-0.43,-0.37,0,0.24,OH-1 parallel with OH-2,T7,trafo 5 reversed,True
S00313,IEEE_CompTestFeeder,7393,0,146,146,0.98479,0.997,0.01221,0.90593,1.00536,0.91126,1.00691,0.00154,702,8.77,8.36,92.8,92.41,OH-1 parallel with OH-2,T1,4178.44,4000.33,-178.11,1690.21,1626.18,-64.03,442.35,410.24,-32.11,1,caution,reverse flow,CAUTION,734,702,734,702,-0.42,-0.39,0,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.029 reversed,True
S00314,IEEE_CompTestFeeder,7692,0,243,243,0.95408,0.9898,0.03572,0.90593,1.00536,0.91687,1.00885,0.00349,702,8.77,7.98,92.8,136.5,OH-1 parallel with OH-2,T22,4178.44,3851.44,-327.0,1690.21,1539.77,-150.44,442.35,358.36,-84.0,1,transformer_loading,Transformer T22 loading 136.5% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.79,43.7,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00315,IEEE_CompTestFeeder,6211,14,66,80,0.99967,1.02297,0.02329,0.90613,1.00546,0.90704,1.02297,0.01751,621,8.74,18.81,92.78,92.68,SEC-4,T7,4163.28,4093.85,-69.43,1686.56,1671.06,-15.5,441.2,437.76,-3.43,1,caution,reverse flow,CAUTION,734,702,734,621,10.07,-0.1,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.052->-0.012 reversed,True
S00316,IEEE_CompTestFeeder,6251,0,203,203,0.99457,1.11922,0.12465,0.90593,1.00536,0.90825,1.11922,0.11385,625,8.77,43.63,92.8,92.56,SEC-1,T7,4178.44,3982.98,-195.47,1690.21,1655.34,-34.87,442.35,449.89,7.53,1,voltage,Max voltage 1.1192 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,34.86,-0.25,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.115 reversed,True
S00317,IEEE_CompTestFeeder,6262,0,195,195,0.99457,1.16414,0.16957,0.90593,1.00536,0.90798,1.16414,0.15878,626,8.77,40.3,92.8,92.58,SEC-1,T7,4178.44,3998.29,-180.15,1690.21,1661.26,-28.95,442.35,457.21,14.85,1,voltage,Max voltage 1.1641 pu at bus 626 exceeds 1.05,CONSTRAINED,734,702,734,626,31.52,-0.22,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.101 reversed,True
S00318,IEEE_CompTestFeeder,7392,15,102,117,0.98609,0.99464,0.00856,0.90649,1.00553,0.91023,1.00662,0.00108,702,8.73,8.44,92.74,92.44,OH-1 parallel with OH-2,T1,4159.92,4035.33,-124.59,1683.17,1638.12,-45.05,438.83,416.24,-22.59,1,caution,reverse flow,CAUTION,734,702,734,702,-0.29,-0.3,0,0.24,OH-1 parallel with OH-2,T7,line 26 0.026->-0.076 reversed,True
S00319,IEEE_CompTestFeeder,6251,15,215,230,1.00497,1.13374,0.12877,0.90614,1.00547,0.90848,1.13374,0.12827,625,8.74,48.8,92.78,92.53,SEC-1,T7,4162.29,3959.98,-202.31,1686.35,1652.94,-33.41,441.2,453.89,12.69,1,voltage,Max voltage 1.1337 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,40.06,-0.25,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.051->-0.136 reversed,True
S00320,IEEE_CompTestFeeder,724,0,14,14,0.99457,0.99967,0.00511,0.90593,1.00536,0.90613,1.00546,0.0001,702,8.77,8.74,92.8,92.78,OH-1 parallel with OH-2,T7,4178.44,4163.28,-15.16,1690.21,1686.56,-3.65,442.35,441.2,-1.16,0,none,No violation,SAFE,734,702,734,702,-0.03,-0.02,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00321,IEEE_CompTestFeeder,721,0,156,156,0.99457,1.04836,0.05379,0.90593,1.00536,0.90797,1.04836,0.043,621,8.77,35.8,92.8,92.59,SEC-4,T7,4178.44,4017.63,-160.81,1690.21,1656.39,-33.82,442.35,437.54,-4.81,1,voltage_rise,Voltage rise at PV bus 721 0.0538 pu exceeds 0.05,CONSTRAINED,734,702,734,621,27.02,-0.22,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.082 reversed,True
S00322,IEEE_CompTestFeeder,6212,10,30,40,0.99822,1.009,0.01078,0.90607,1.00543,0.9065,1.009,0.00357,621,8.75,9.54,92.79,92.74,SEC-4,T7,4167.6,4135.54,-32.05,1687.59,1680.12,-7.46,441.51,439.46,-2.05,0,none,No violation,SAFE,734,702,734,621,0.79,-0.05,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00323,IEEE_CompTestFeeder,7643,3,189,192,0.93692,0.96017,0.02326,0.90607,1.00541,0.91434,1.00801,0.0026,702,8.76,8.16,92.79,102.83,OH-1 parallel with OH-2,T14,4174.33,3922.67,-251.66,1688.24,1576.56,-111.68,441.25,378.58,-62.66,1,transformer_loading,Transformer T14 loading 102.8% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.61,10.04,0,0.24,OH-1 parallel with OH-2,T7,line 23 0.088->-0.100 reversed,True
S00324,IEEE_CompTestFeeder,723,0,172,172,0.99457,1.1467,0.15213,0.90593,1.00536,0.90781,1.1467,0.14133,623,8.77,36.08,92.8,92.6,SEC-4,T7,4178.44,4016.97,-161.47,1690.21,1662.84,-27.37,442.35,452.88,10.53,1,voltage,Max voltage 1.1467 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,27.31,-0.2,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.083 reversed,True
S00325,IEEE_CompTestFeeder,724,0,205,205,0.99457,1.06403,0.06946,0.90593,1.00536,0.90852,1.06403,0.05866,624,8.77,46.35,92.8,92.53,SEC-1,T7,4178.44,3970.36,-208.08,1690.21,1648.52,-41.69,442.35,439.28,-3.08,1,voltage,Max voltage 1.0640 pu at bus 624 exceeds 1.05,CONSTRAINED,734,702,734,624,37.57,-0.28,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.126 reversed,True
S00326,IEEE_CompTestFeeder,759,0,182,182,0.9374,0.9591,0.02171,0.90593,1.00536,0.91385,1.00785,0.00248,702,8.77,8.19,92.8,103.1,OH-1 parallel with OH-2,T12,4178.44,3936.62,-241.82,1690.21,1583.7,-106.51,442.35,382.54,-59.82,1,transformer_loading,Transformer T12 loading 103.1% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.58,10.3,35.0,0.24,OH-1 parallel with OH-2,T7,line 18 0.035->-0.146 reversed,True
S00327,IEEE_CompTestFeeder,6252,0,223,223,0.99457,1.13001,0.13544,0.90593,1.00536,0.90842,1.13001,0.12464,625,8.77,47.47,92.8,92.54,SEC-1,T7,4178.44,3965.89,-212.55,1690.21,1653.52,-36.69,442.35,452.8,10.45,1,voltage,Max voltage 1.1300 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,38.7,-0.27,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.131 reversed,True
S00328,IEEE_CompTestFeeder,6212,11,102,113,0.99859,1.03417,0.03558,0.90609,1.00544,0.90746,1.03417,0.02873,621,8.75,26.29,92.79,92.64,SEC-4,T7,4166.52,4060.29,-106.22,1687.33,1664.3,-23.03,441.43,437.21,-4.22,1,caution,max 1.0342>1.03; rise 0.0356>=0.03; reverse flow,CAUTION,734,702,734,621,17.54,-0.15,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.055->-0.043 reversed,True
S00329,IEEE_CompTestFeeder,6202,0,232,232,0.99457,1.00181,0.00725,0.90593,1.00536,0.90921,1.00686,0.0015,702,8.77,8.57,92.8,92.45,OH-6,T7,4178.44,3927.87,-250.57,1690.21,1634.42,-55.79,442.35,423.78,-18.57,1,caution,reverse flow,CAUTION,734,702,734,702,-0.2,-0.35,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.166 reversed,True
S00330,IEEE_CompTestFeeder,7481,3,163,166,0.95618,0.97204,0.01586,0.90605,1.0054,0.91264,1.00741,0.002,702,8.77,8.27,92.79,92.36,OH-1 parallel with OH-2,T1,4174.53,3966.03,-208.51,1688.51,1603.67,-84.84,441.45,395.94,-45.51,1,caution,reverse flow,CAUTION,734,702,734,702,-0.5,-0.43,0,0.24,OH-1 parallel with OH-2,T7,trafo 5 reversed,True
S00331,IEEE_CompTestFeeder,633,0,180,180,0.91349,0.99472,0.08123,0.90593,1.00536,0.92825,1.00695,0.00159,702,8.77,39.75,92.8,93.12,SEC-7,T4,4178.44,3975.17,-203.27,1690.21,1625.92,-64.29,442.35,419.08,-23.27,1,voltage_rise,Voltage rise at PV bus 633 0.0812 pu exceeds 0.05,CONSTRAINED,734,702,735,702,30.98,0.32,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.154 reversed,True
S00332,IEEE_CompTestFeeder,769,14,28,42,0.9563,0.96066,0.00437,0.90661,1.00559,0.90796,1.00603,0.00044,702,8.73,8.63,92.72,92.56,OH-1 parallel with OH-2,T7,4158.86,4119.99,-38.87,1680.25,1660.85,-19.4,436.77,425.9,-10.87,0,none,No violation,SAFE,734,702,734,702,-0.1,-0.16,41.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00333,IEEE_CompTestFeeder,6331,15,167,182,0.92088,0.99555,0.07467,0.91337,1.00552,0.92831,1.00697,0.00145,702,8.73,40.2,92.75,94.36,SEC-7,T4,4160.08,3973.09,-186.99,1683.7,1625.36,-58.34,438.99,419.0,-19.99,1,voltage_rise,Voltage rise at PV bus 6331 0.0747 pu exceeds 0.05,CONSTRAINED,734,702,735,702,31.47,1.61,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00334,IEEE_CompTestFeeder,714,0,182,182,0.99084,0.99514,0.00431,0.90593,1.00536,0.90726,1.00643,0.00107,702,8.77,8.76,92.8,92.66,OH-1 parallel with OH-2,T7,4178.44,3988.55,-189.89,1690.21,1651.46,-38.75,442.35,434.47,-7.89,0,none,No violation,SAFE,734,702,734,702,-0.02,-0.14,240.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00335,IEEE_CompTestFeeder,772,3,88,91,0.93459,0.94407,0.00948,0.90607,1.00541,0.9101,1.0067,0.00129,702,8.76,8.47,92.79,92.43,OH-1 parallel with OH-2,T1,4174.32,4054.9,-119.43,1688.22,1632.02,-56.2,441.24,409.81,-31.43,0,none,No violation,SAFE,734,702,734,702,-0.29,-0.35,100.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00336,IEEE_CompTestFeeder,632,0,100,100,0.92107,0.92848,0.00741,0.90593,1.00536,0.91346,1.00636,0.00099,702,8.77,8.49,92.8,92.46,OH-1 parallel with OH-2,T1,4178.44,4057.91,-120.53,1690.21,1649.3,-40.91,442.35,421.83,-20.53,1,caution,reverse flow,CAUTION,734,702,734,702,-0.28,-0.34,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00337,IEEE_CompTestFeeder,6331,0,140,140,0.91349,0.9779,0.06441,0.90593,1.00536,0.92711,1.00665,0.00128,702,8.77,30.62,92.8,92.44,SEC-7,T1,4178.44,4017.48,-160.97,1690.21,1637.89,-52.32,442.35,421.39,-20.97,1,voltage_rise,Voltage rise at PV bus 6331 0.0644 pu exceeds 0.05,CONSTRAINED,734,702,735,702,21.85,-0.37,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.118 reversed,True
S00338,IEEE_CompTestFeeder,6262,0,207,207,0.99457,1.17304,0.17847,0.90593,1.00536,0.90807,1.17304,0.16768,626,8.77,42.45,92.8,92.57,SEC-1,T7,4178.44,3988.76,-189.69,1690.21,1660.58,-29.63,442.35,459.67,17.31,1,voltage,Max voltage 1.1730 pu at bus 626 exceeds 1.05,CONSTRAINED,734,702,734,626,33.68,-0.23,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.110 reversed,True
S00339,IEEE_CompTestFeeder,730,0,25,25,0.94698,0.94803,0.00106,0.90593,1.00536,0.90657,1.00558,0.00022,702,8.77,8.71,92.8,92.73,OH-1 parallel with OH-2,T7,4178.44,4149.57,-28.87,1690.21,1681.41,-8.8,442.35,438.49,-3.87,0,none,No violation,SAFE,734,702,734,702,-0.07,-0.07,85.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00340,IEEE_CompTestFeeder,6242,0,66,66,0.99457,1.01813,0.02356,0.90593,1.00536,0.90685,1.01813,0.01276,624,8.77,15.59,92.8,92.7,SEC-1,T7,4178.44,4108.31,-70.13,1690.21,1674.12,-16.09,442.35,438.23,-4.13,0,none,No violation,SAFE,734,702,734,624,6.82,-0.1,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00341,IEEE_CompTestFeeder,7482,5,64,69,0.95638,0.96276,0.00638,0.90614,1.00543,0.90879,1.00625,0.00082,702,8.76,8.56,92.78,92.48,OH-1 parallel with OH-2,T1,4171.93,4089.2,-82.73,1687.38,1652.4,-34.98,440.84,422.11,-18.73,0,none,No violation,SAFE,734,702,734,702,-0.2,-0.3,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00342,IEEE_CompTestFeeder,7391,0,122,122,0.98479,0.99505,0.01026,0.90593,1.00536,0.91041,1.00667,0.0013,702,8.77,8.43,92.8,92.43,OH-1 parallel with OH-2,T1,4178.44,4029.28,-149.16,1690.21,1636.04,-54.17,442.35,415.2,-27.16,1,caution,reverse flow,CAUTION,734,702,734,702,-0.35,-0.37,0,0.24,OH-1 parallel with OH-2,T7,line 26 0.041->-0.081 reversed,True
S00343,IEEE_CompTestFeeder,756,0,235,235,0.93612,0.96085,0.02473,0.90593,1.00536,0.91629,1.00864,0.00328,702,8.77,8.02,92.8,92.24,OH-1 parallel with OH-2,T1,4178.44,3865.91,-312.53,1690.21,1549.14,-141.07,442.35,364.83,-77.53,1,caution,reverse flow,CAUTION,734,702,734,702,-0.75,-0.56,155.0,0.208,OH-1 parallel with OH-2,T7,line 16 0.156->-0.080 reversed,True
S00344,IEEE_CompTestFeeder,7391,13,144,157,0.98591,0.99789,0.01198,0.90642,1.00551,0.91164,1.00702,0.00151,702,8.74,8.33,92.75,92.4,OH-1 parallel with OH-2,T1,4162.39,3987.1,-175.28,1684.1,1621.75,-62.35,439.3,408.01,-31.28,1,caution,reverse flow,CAUTION,734,702,734,702,-0.41,-0.35,0,0.24,OH-1 parallel with OH-2,T7,line 25 0.103->-0.040 reversed,True
S00345,IEEE_CompTestFeeder,725,0,246,246,0.99457,1.14217,0.1476,0.90593,1.00536,0.90861,1.14217,0.1368,626,8.77,51.81,92.8,92.52,SEC-1,T7,4178.44,3946.62,-231.83,1690.21,1651.72,-38.49,442.35,456.53,14.17,1,voltage,Max voltage 1.1422 pu at bus 626 exceeds 1.05,CONSTRAINED,734,702,734,626,43.04,-0.29,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.149 reversed,True
S00346,IEEE_CompTestFeeder,6222,7,168,175,0.99945,1.10374,0.10428,0.90603,1.00541,0.908,1.10374,0.09832,622,8.76,38.14,92.79,92.58,SEC-4,T7,4170.86,4007.44,-163.42,1688.38,1658.28,-30.1,441.77,446.36,4.58,1,voltage,Max voltage 1.1037 pu at bus 622 exceeds 1.05,CONSTRAINED,734,702,734,622,29.38,-0.21,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.059->-0.092 reversed,True
S00347,IEEE_CompTestFeeder,6322,0,121,121,0.92107,0.92999,0.00892,0.90593,1.00536,0.91499,1.00656,0.00119,702,8.77,8.44,92.8,92.44,OH-1 parallel with OH-2,T1,4178.44,4032.87,-145.57,1690.21,1641.29,-48.92,442.35,417.78,-24.57,1,caution,reverse flow,CAUTION,734,702,734,702,-0.34,-0.36,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00348,IEEE_CompTestFeeder,772,0,103,103,0.93426,0.94534,0.01107,0.90593,1.00536,0.91063,1.00687,0.00151,702,8.77,8.44,92.8,92.41,OH-1 parallel with OH-2,T1,4178.44,4038.81,-139.63,1690.21,1624.69,-65.52,442.35,405.72,-36.63,0,none,No violation,SAFE,734,702,734,702,-0.34,-0.39,100.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00349,IEEE_CompTestFeeder,7393,0,102,102,0.98479,0.99341,0.00862,0.90593,1.00536,0.90969,1.00646,0.0011,702,8.77,8.48,92.8,92.45,OH-1 parallel with OH-2,T1,4178.44,4053.51,-124.94,1690.21,1644.45,-45.76,442.35,419.42,-22.94,1,caution,reverse flow,CAUTION,734,702,734,702,-0.29,-0.35,0,0.24,OH-1 parallel with OH-2,T7,line 26 0.041->-0.061 reversed,True
S00350,IEEE_CompTestFeeder,6231,0,184,184,0.99457,1.15586,0.1613,0.90593,1.00536,0.9079,1.15586,0.1505,623,8.77,38.29,92.8,92.59,SEC-4,T7,4178.44,4007.16,-171.28,1690.21,1661.97,-28.24,442.35,455.07,12.72,1,voltage,Max voltage 1.1559 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,29.52,-0.21,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.093 reversed,True
S00351,IEEE_CompTestFeeder,770,0,217,217,0.95062,0.97697,0.02635,0.90593,1.00536,0.91614,1.00869,0.00332,702,8.77,8.05,92.8,92.24,OH-1 parallel with OH-2,T1,4178.44,3882.0,-296.44,1690.21,1545.38,-144.83,442.35,362.92,-79.44,0,none,No violation,SAFE,734,702,734,702,-0.72,-0.57,450.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00352,IEEE_CompTestFeeder,6252,0,149,149,0.99457,1.08895,0.09438,0.90593,1.00536,0.90774,1.08895,0.08358,625,8.77,32.92,92.8,92.61,SEC-2,T7,4178.44,4030.77,-147.67,1690.21,1661.47,-28.74,442.35,443.69,1.33,1,voltage,Max voltage 1.0889 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,24.14,-0.19,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.070 reversed,True
S00353,IEEE_CompTestFeeder,626,14,132,146,1.00885,1.12632,0.11748,0.90613,1.00885,0.90759,1.12632,0.11748,626,8.74,31.18,92.78,92.63,SEC-1,T7,4163.43,4038.76,-124.67,1686.65,1665.11,-21.53,441.34,448.67,7.33,1,voltage,Max voltage 1.1263 pu at bus 626 exceeds 1.05,CONSTRAINED,734,626,734,626,22.44,-0.16,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.052->-0.063 reversed,True
S00354,IEEE_CompTestFeeder,769,6,160,166,0.95503,0.97907,0.02404,0.90622,1.00546,0.91361,1.00784,0.00238,702,8.75,8.23,92.77,92.32,OH-1 parallel with OH-2,T1,4170.04,3952.27,-217.77,1685.92,1582.6,-103.33,439.95,382.18,-57.77,1,caution,reverse flow,CAUTION,734,702,734,702,-0.53,-0.45,41.0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00355,IEEE_CompTestFeeder,6231,0,53,53,0.99457,1.04647,0.0519,0.90593,1.00536,0.90663,1.04647,0.04111,623,8.77,12.18,92.8,92.73,SEC-6,T7,4178.44,4123.69,-54.75,1690.21,1678.22,-11.99,442.35,440.61,-1.75,0,voltage_rise,Voltage rise at PV bus 6231 0.0519 pu exceeds 0.05,CONSTRAINED,734,702,734,623,3.41,-0.08,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00356,IEEE_CompTestFeeder,756,0,189,189,0.93612,0.95623,0.02011,0.90593,1.00536,0.91436,1.00805,0.00268,702,8.77,8.16,92.8,92.3,OH-1 parallel with OH-2,T1,4178.44,3925.74,-252.7,1690.21,1574.32,-115.89,442.35,378.65,-63.7,1,caution,reverse flow,CAUTION,734,702,734,702,-0.61,-0.5,155.0,0.208,OH-1 parallel with OH-2,T7,line 16 0.156->-0.034 reversed,True
S00357,IEEE_CompTestFeeder,722,0,236,236,0.99457,1.13691,0.14234,0.90593,1.00536,0.90853,1.13691,0.13155,622,8.77,49.94,92.8,92.53,SEC-4,T7,4178.44,3954.95,-223.49,1690.21,1652.47,-37.74,442.35,454.86,12.51,1,voltage,Max voltage 1.1369 pu at bus 622 exceeds 1.05,CONSTRAINED,734,702,734,622,41.16,-0.28,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.141 reversed,True
S00358,IEEE_CompTestFeeder,625,0,117,117,0.99457,1.07015,0.07558,0.90593,1.00536,0.90741,1.07015,0.06479,625,8.77,26.3,92.8,92.65,SEC-2,T7,4178.44,4060.36,-118.08,1690.21,1666.05,-24.16,442.35,441.27,-1.08,1,voltage,Max voltage 1.0702 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,17.53,-0.16,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.043 reversed,True
S00359,IEEE_CompTestFeeder,624,0,192,192,0.99457,1.05992,0.06535,0.90593,1.00536,0.90838,1.05992,0.05456,624,8.77,43.58,92.8,92.54,SEC-1,T7,4178.44,3982.77,-195.67,1690.21,1650.49,-39.72,442.35,438.68,-3.67,1,voltage,Max voltage 1.0599 pu at bus 624 exceeds 1.05,CONSTRAINED,734,702,734,624,34.8,-0.26,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.115 reversed,True
S00360,IEEE_CompTestFeeder,721,0,80,80,0.99457,1.02297,0.0284,0.90593,1.00536,0.90704,1.02297,0.0176,621,8.77,18.81,92.8,92.68,SEC-4,T7,4178.44,4093.85,-84.59,1690.21,1671.06,-19.15,442.35,437.76,-4.59,1,caution,reverse flow,CAUTION,734,702,734,621,10.04,-0.12,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.012 reversed,True
S00361,IEEE_CompTestFeeder,6211,5,56,61,0.9964,1.01639,0.01999,0.906,1.0054,0.90679,1.01639,0.01099,622,8.76,14.44,92.8,92.71,SEC-4,T7,4173.01,4113.51,-59.5,1688.89,1675.24,-13.65,441.92,438.42,-3.5,0,none,No violation,SAFE,734,702,734,622,5.67,-0.08,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00362,IEEE_CompTestFeeder,721,8,140,148,0.99749,1.04575,0.04826,0.90604,1.00542,0.90788,1.04575,0.04033,621,8.76,34.05,92.79,92.6,SEC-4,T7,4169.76,4025.48,-144.28,1688.11,1657.78,-30.32,441.67,437.39,-4.28,1,caution,max 1.0458>1.03; rise 0.0483>=0.03; reverse flow,CAUTION,734,702,734,621,25.29,-0.2,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.058->-0.075 reversed,True
S00363,IEEE_CompTestFeeder,7483,5,70,75,0.95638,0.96335,0.00696,0.90614,1.00543,0.90904,1.00632,0.00089,702,8.76,8.54,92.78,92.47,OH-1 parallel with OH-2,T1,4171.93,4081.51,-90.42,1687.38,1649.24,-38.14,440.84,420.42,-20.42,0,none,No violation,SAFE,734,702,734,702,-0.22,-0.31,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00364,IEEE_CompTestFeeder,7393,7,196,203,0.9854,1.00155,0.01616,0.90619,1.00544,0.91323,1.00746,0.00202,702,8.75,8.2,92.77,108.52,OH-1 parallel with OH-2,T6,4169.79,3932.06,-237.73,1686.91,1603.8,-83.11,440.7,398.97,-41.73,1,transformer_loading,Transformer T6 loading 108.5% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.55,15.75,0,0.24,OH-1 parallel with OH-2,T7,line 25 0.109->-0.086 reversed,True
S00365,IEEE_CompTestFeeder,6221,10,24,34,1.00153,1.01781,0.01628,0.90607,1.00543,0.90641,1.01781,0.01237,622,8.75,8.69,92.79,92.75,OH-1 parallel with OH-2,T7,4167.64,4142.3,-25.33,1687.61,1681.82,-5.79,441.55,440.21,-1.33,0,none,No violation,SAFE,734,702,734,622,-0.06,-0.04,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00366,IEEE_CompTestFeeder,723,6,225,231,1.00074,1.19046,0.18971,0.90601,1.00541,0.90823,1.19046,0.18505,623,8.76,46.68,92.79,92.56,SEC-4,T7,4171.95,3970.08,-201.87,1688.64,1659.5,-29.14,441.87,464.99,23.13,1,voltage,Max voltage 1.1905 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,37.92,-0.24,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.060->-0.127 reversed,True
S00367,IEEE_CompTestFeeder,6252,15,147,162,1.00497,1.09639,0.09143,0.90614,1.00547,0.90787,1.09639,0.09093,625,8.74,35.54,92.78,92.6,SEC-1,T7,4162.29,4019.03,-143.26,1686.35,1659.82,-26.53,441.2,444.95,3.74,1,voltage,Max voltage 1.0964 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,26.81,-0.18,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.051->-0.081 reversed,True
S00368,IEEE_CompTestFeeder,6232,0,106,106,0.99457,1.09344,0.09887,0.90593,1.00536,0.90722,1.09344,0.08808,623,8.77,23.32,92.8,92.67,SEC-5,T7,4178.44,4073.82,-104.62,1690.21,1669.71,-20.5,442.35,443.74,1.38,1,voltage,Max voltage 1.0934 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,14.55,-0.14,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.031 reversed,True
S00369,IEEE_CompTestFeeder,621,0,36,36,0.99457,1.00758,0.01301,0.90593,1.00536,0.90644,1.00758,0.00221,621,8.77,8.69,92.8,92.75,OH-1 parallel with OH-2,T7,4178.44,4139.78,-38.66,1690.21,1681.08,-9.13,442.35,439.69,-2.66,0,none,No violation,SAFE,734,702,734,621,-0.09,-0.06,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00370,IEEE_CompTestFeeder,7122,0,196,196,0.95827,0.9666,0.00833,0.90593,1.00536,0.90727,1.00643,0.00107,702,8.77,8.76,92.8,92.66,OH-1 parallel with OH-2,T7,4178.44,3974.77,-203.67,1690.21,1652.44,-37.77,442.35,434.69,-7.67,1,caution,reverse flow,CAUTION,734,702,734,702,-0.02,-0.14,0,0.24,OH-1 parallel with OH-2,T7,line 28 0.145->-0.050 reversed,True
S00371,IEEE_CompTestFeeder,759,0,215,215,0.9374,0.96281,0.02542,0.90593,1.00536,0.91519,1.00825,0.00289,702,8.77,8.09,92.8,125.38,OH-1 parallel with OH-2,T12,4178.44,3894.03,-284.41,1690.21,1566.61,-123.6,442.35,372.94,-69.41,1,transformer_loading,Transformer T12 loading 125.4% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.68,32.58,35.0,0.24,OH-1 parallel with OH-2,T7,line 18 0.035->-0.179 reversed,True
