scenario_id,feeder_id,pv_bus,existing_pv_kw,new_pv_kw,total_pv_kw,base_pv_bus_voltage_pu,pv_pv_bus_voltage_pu,delta_pv_bus_voltage_pu,base_min_voltage_pu,base_max_voltage_pu,pv_min_voltage_pu,pv_max_voltage_pu,max_voltage_rise_pu,worst_voltage_bus,base_max_line_loading_pct,pv_max_line_loading_pct,base_max_transformer_loading_pct,pv_max_transformer_loading_pct,worst_line,worst_transformer,base_total_p_kw,pv_total_p_kw,delta_total_p_kw,base_total_q_kvar,pv_total_q_kvar,delta_total_q_kvar,base_losses_kw,pv_losses_kw,delta_losses_kw,reverse_power_flow,constraint_type,constraint_reason,label,base_min_voltage_bus,base_max_voltage_bus,pv_min_voltage_bus,pv_max_voltage_bus,delta_line_loading_pct,delta_transformer_loading_pct,existing_load_at_bus_kw,pv_bus_vn_kv,base_worst_line,base_worst_transformer,reverse_reason,converged
S00372,IEEE_CompTestFeeder,6241,0,64,64,0.99457,1.01743,0.02286,0.90593,1.00536,0.90683,1.01743,0.01207,624,8.77,15.13,92.8,92.71,SEC-1,T7,4178.44,4110.39,-68.05,1690.21,1674.57,-15.64,442.35,438.3,-4.05,0,none,No violation,SAFE,734,702,734,624,6.36,-0.1,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00373,IEEE_CompTestFeeder,7392,0,231,231,0.98479,1.00375,0.01895,0.90593,1.00536,0.91418,1.00772,0.00236,702,8.77,8.12,92.8,126.77,OH-1 parallel with OH-2,T6,4178.44,3898.77,-279.68,1690.21,1593.31,-96.9,442.35,393.68,-48.68,1,transformer_loading,Transformer T6 loading 126.8% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.65,33.97,0,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.113 reversed,True
S00374,IEEE_CompTestFeeder,6211,6,170,176,0.99676,1.05482,0.05805,0.90601,1.00541,0.9082,1.05482,0.04941,621,8.76,40.14,92.79,92.56,SEC-4,T7,4171.93,3998.17,-173.76,1688.63,1653.03,-35.6,441.84,438.08,-3.76,1,voltage,Max voltage 1.0548 pu at bus 621 exceeds 1.05,CONSTRAINED,734,702,734,621,31.38,-0.23,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.060->-0.101 reversed,True
S00375,IEEE_CompTestFeeder,633,0,123,123,0.91349,0.97056,0.05707,0.90593,1.00536,0.92661,1.00651,0.00115,702,8.77,26.66,92.8,92.45,SEC-7,T1,4178.44,4035.9,-142.54,1690.21,1643.33,-46.88,442.35,422.81,-19.54,1,voltage_rise,Voltage rise at PV bus 633 0.0571 pu exceeds 0.05,CONSTRAINED,734,702,735,702,17.89,-0.35,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.102 reversed,True
S00376,IEEE_CompTestFeeder,772,0,34,34,0.93426,0.93798,0.00371,0.90593,1.00536,0.90751,1.00588,0.00051,702,8.77,8.66,92.8,92.61,OH-1 parallel with OH-2,T7,4178.44,4131.96,-46.49,1690.21,1667.91,-22.3,442.35,429.87,-12.49,0,none,No violation,SAFE,734,702,734,702,-0.11,-0.19,100.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00377,IEEE_CompTestFeeder,722,0,14,14,0.99457,1.00428,0.00971,0.90593,1.00536,0.90613,1.00546,9e-05,702,8.77,8.74,92.8,92.78,OH-1 parallel with OH-2,T7,4178.44,4163.36,-15.09,1690.21,1686.6,-3.61,442.35,441.27,-1.09,0,none,No violation,SAFE,734,702,734,702,-0.03,-0.02,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00378,IEEE_CompTestFeeder,772,4,29,33,0.9347,0.93787,0.00317,0.90611,1.00543,0.90746,1.00586,0.00044,702,8.76,8.67,92.78,92.62,OH-1 parallel with OH-2,T7,4172.95,4133.32,-39.64,1687.55,1668.56,-18.99,440.86,430.23,-10.64,0,none,No violation,SAFE,734,702,734,702,-0.1,-0.16,100.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00379,IEEE_CompTestFeeder,748,5,104,109,0.95638,0.96664,0.01026,0.90614,1.00543,0.9104,1.00674,0.00131,702,8.76,8.44,92.78,92.43,OH-1 parallel with OH-2,T1,4171.93,4038.09,-133.83,1687.38,1631.7,-55.68,440.84,411.01,-29.83,1,caution,reverse flow,CAUTION,734,702,734,702,-0.32,-0.35,76.88,0.24,OH-1 parallel with OH-2,T7,trafo 5 reversed,True
S00380,IEEE_CompTestFeeder,7122,0,248,248,0.95827,0.96871,0.01044,0.90593,1.00536,0.90759,1.00668,0.00132,702,8.77,8.76,92.8,92.63,OH-1 parallel with OH-2,T7,4178.44,3921.35,-257.09,1690.21,1644.13,-46.08,442.35,433.27,-9.09,1,caution,reverse flow,CAUTION,734,702,734,702,-0.02,-0.18,0,0.24,OH-1 parallel with OH-2,T7,line 3 0.221->-0.027 reversed,True
S00381,IEEE_CompTestFeeder,7692,0,195,195,0.95408,0.98317,0.02909,0.90593,1.00536,0.91486,1.00823,0.00287,702,8.77,8.13,92.8,105.03,OH-1 parallel with OH-2,T22,4178.44,3914.01,-264.43,1690.21,1565.98,-124.23,442.35,372.93,-69.43,1,transformer_loading,Transformer T22 loading 105.0% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.64,12.23,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00382,IEEE_CompTestFeeder,724,13,30,43,0.99931,1.01006,0.01075,0.90612,1.00545,0.90654,1.01006,0.00461,624,8.74,10.24,92.78,92.74,SEC-1,T7,4164.36,4132.38,-31.99,1686.81,1679.41,-7.41,441.27,439.29,-1.99,0,none,No violation,SAFE,734,702,734,624,1.5,-0.05,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00383,IEEE_CompTestFeeder,7481,0,245,245,0.95588,0.97927,0.0234,0.90593,1.00536,0.91562,1.00828,0.00291,702,8.77,8.04,92.8,118.68,OH-1 parallel with OH-2,T8,4178.44,3867.56,-310.88,1690.21,1567.57,-122.64,442.35,376.47,-65.88,1,transformer_loading,Transformer T8 loading 118.7% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.74,25.87,0,0.24,OH-1 parallel with OH-2,T7,trafo 5 reversed,True
S00384,IEEE_CompTestFeeder,764,0,99,99,0.93653,0.94904,0.01251,0.90593,1.00536,0.9104,1.00679,0.00142,702,8.77,8.45,92.8,92.42,OH-1 parallel with OH-2,T1,4178.44,4044.82,-133.62,1690.21,1628.54,-61.67,442.35,407.73,-34.62,1,caution,reverse flow,CAUTION,734,702,734,702,-0.32,-0.38,46.0,0.24,OH-1 parallel with OH-2,T7,line 24 0.046->-0.053 reversed,True
S00385,IEEE_CompTestFeeder,739,0,248,248,0.98479,1.00506,0.02027,0.90593,1.00536,0.91475,1.00788,0.00251,702,8.77,8.08,92.8,137.82,OH-1 parallel with OH-2,T6,4178.44,3878.63,-299.81,1690.21,1587.11,-103.1,442.35,390.55,-51.81,1,transformer_loading,Transformer T6 loading 137.8% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.7,45.02,41.1,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.130 reversed,True
S00386,IEEE_CompTestFeeder,748,4,180,184,0.95628,0.97371,0.01743,0.9061,1.00542,0.91333,1.00761,0.00219,702,8.76,8.22,92.78,92.34,OH-1 parallel with OH-2,T1,4173.23,3943.45,-229.78,1687.94,1595.17,-92.77,441.14,391.36,-49.78,1,caution,reverse flow,CAUTION,734,702,734,702,-0.55,-0.44,76.88,0.24,OH-1 parallel with OH-2,T7,trafo 5 reversed,True
S00387,IEEE_CompTestFeeder,6231,0,75,75,0.99457,1.06649,0.07192,0.90593,1.00536,0.90689,1.06649,0.06113,623,8.77,16.92,92.8,92.7,SEC-6,T7,4178.44,4102.47,-75.97,1690.21,1674.32,-15.89,442.35,441.38,-0.97,0,voltage,Max voltage 1.0665 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,8.14,-0.1,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00388,IEEE_CompTestFeeder,732,10,28,38,0.92183,0.92393,0.0021,0.9067,1.00547,0.90883,1.00575,0.00029,702,8.75,8.67,92.76,92.66,OH-1 parallel with OH-2,T7,4166.29,4132.39,-33.9,1685.91,1674.12,-11.79,440.21,434.3,-5.9,0,none,No violation,SAFE,734,702,734,702,-0.08,-0.11,25.4,0.24,OH-1 parallel with OH-2,T7,none,True
S00389,IEEE_CompTestFeeder,739,0,157,157,0.98479,0.99789,0.0131,0.90593,1.00536,0.91164,1.00702,0.00165,702,8.77,8.33,92.8,92.4,OH-1 parallel with OH-2,T1,4178.44,3987.1,-191.34,1690.21,1621.75,-68.46,442.35,408.01,-34.34,1,caution,reverse flow,CAUTION,734,702,734,702,-0.45,-0.4,41.1,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.040 reversed,True
S00390,IEEE_CompTestFeeder,622,0,90,90,0.99457,1.05373,0.05916,0.90593,1.00536,0.90711,1.05373,0.04837,622,8.77,20.55,92.8,92.68,SEC-5,T7,4178.44,4086.14,-92.3,1690.21,1670.53,-19.68,442.35,440.05,-2.3,1,voltage,Max voltage 1.0537 pu at bus 622 exceeds 1.05,CONSTRAINED,734,702,734,622,11.77,-0.13,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.019 reversed,True
S00391,IEEE_CompTestFeeder,751,15,149,164,0.96961,0.98026,0.01065,0.90654,1.00555,0.91245,1.00733,0.00178,702,8.73,8.28,92.73,92.37,OH-1 parallel with OH-2,T1,4159.14,3969.85,-189.29,1682.25,1607.03,-75.22,438.06,397.76,-40.29,0,none,No violation,SAFE,734,702,734,702,-0.45,-0.36,0,0.48,OH-1 parallel with OH-2,T7,none,True
S00392,IEEE_CompTestFeeder,734,0,200,200,0.90593,1.06265,0.15672,0.90593,1.00536,0.92839,1.06265,0.05728,734,8.77,41.76,92.8,98.79,SEC-8,T4,4178.44,3966.39,-212.05,1690.21,1626.28,-63.93,442.35,430.3,-12.05,1,voltage,Max voltage 1.0626 pu at bus 734 exceeds 1.05,CONSTRAINED,734,702,735,734,32.99,5.99,15.85,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.161 reversed,True
S00393,IEEE_CompTestFeeder,7693,0,60,60,0.95408,0.96343,0.00935,0.90593,1.00536,0.90882,1.00631,0.00095,702,8.77,8.57,92.8,92.47,OH-1 parallel with OH-2,T1,4178.44,4095.2,-83.24,1690.21,1648.73,-41.48,442.35,419.11,-23.24,1,caution,reverse flow,CAUTION,734,702,734,702,-0.2,-0.33,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00394,IEEE_CompTestFeeder,743,0,42,42,0.96369,0.96666,0.00296,0.90593,1.00536,0.90763,1.00589,0.00052,702,8.77,8.65,92.8,92.51,OH-1 parallel with OH-2,T1,4178.44,4125.0,-53.44,1690.21,1667.87,-22.34,442.35,430.92,-11.44,0,none,No violation,SAFE,734,702,734,702,-0.13,-0.29,240.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00395,IEEE_CompTestFeeder,620,0,42,42,0.99457,0.99592,0.00135,0.90593,1.00536,0.90654,1.00565,0.00029,702,8.77,8.67,92.8,92.74,OH-1 parallel with OH-2,T7,4178.44,4132.79,-45.65,1690.21,1679.24,-10.97,442.35,438.71,-3.65,0,none,No violation,SAFE,734,702,734,702,-0.1,-0.07,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00396,IEEE_CompTestFeeder,721,0,209,209,0.99457,1.06528,0.07071,0.90593,1.00536,0.90857,1.06528,0.05992,621,8.77,47.2,92.8,92.52,SEC-4,T7,4178.44,3966.57,-211.88,1690.21,1647.93,-42.28,442.35,439.48,-2.88,1,voltage,Max voltage 1.0653 pu at bus 621 exceeds 1.05,CONSTRAINED,734,702,734,621,38.42,-0.28,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.130 reversed,True
S00397,IEEE_CompTestFeeder,728,0,226,226,0.93707,0.97828,0.04121,0.90593,1.00536,0.91114,1.00701,0.00164,702,8.77,8.21,92.8,258.3,OH-1 parallel with OH-2,T3,4178.44,3926.58,-251.86,1690.21,1627.16,-63.05,442.35,416.49,-25.86,1,transformer_loading,Transformer T3 loading 258.3% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.57,165.5,38.0,0.24,OH-1 parallel with OH-2,T7,trafo 2 reversed,True
S00398,IEEE_CompTestFeeder,623,0,96,96,0.99457,1.0849,0.09033,0.90593,1.00536,0.90712,1.0849,0.07953,623,8.77,21.29,92.8,92.68,SEC-6,T7,4178.44,4082.91,-95.53,1690.21,1671.09,-19.12,442.35,442.83,0.47,1,voltage,Max voltage 1.0849 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,12.51,-0.13,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.022 reversed,True
S00399,IEEE_CompTestFeeder,748,0,9,9,0.95588,0.95679,0.00091,0.90593,1.00536,0.90631,1.00548,0.00012,702,8.77,8.75,92.8,92.76,OH-1 parallel with OH-2,T7,4178.44,4166.72,-11.72,1690.21,1685.12,-5.09,442.35,439.63,-2.72,0,none,No violation,SAFE,734,702,734,702,-0.03,-0.05,76.88,0.24,OH-1 parallel with OH-2,T7,none,True
S00400,IEEE_CompTestFeeder,728,0,37,37,0.93707,0.94434,0.00727,0.90593,1.00536,0.90688,1.00569,0.00033,702,8.77,8.68,92.8,92.7,OH-1 parallel with OH-2,T7,4178.44,4135.54,-42.9,1690.21,1677.1,-13.11,442.35,436.45,-5.9,0,none,No violation,SAFE,734,702,734,702,-0.1,-0.1,38.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00401,IEEE_CompTestFeeder,6321,0,195,195,0.92107,0.93519,0.01412,0.90593,1.00536,0.92028,1.00722,0.00186,702,8.77,8.24,92.8,110.41,OH-1 parallel with OH-2,T4,4178.44,3945.32,-233.12,1690.21,1614.6,-75.61,442.35,404.23,-38.12,1,transformer_loading,Transformer T4 loading 110.4% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.54,17.61,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00402,IEEE_CompTestFeeder,633,0,204,204,0.91349,1.00453,0.09104,0.90593,1.00536,0.92891,1.00712,0.00176,702,8.77,45.1,92.8,107.84,SEC-7,T4,4178.44,3950.44,-228.0,1690.21,1619.28,-70.93,442.35,418.35,-24.0,1,voltage_rise,Voltage rise at PV bus 633 0.0910 pu exceeds 0.05,CONSTRAINED,734,702,735,702,36.33,15.04,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.175 reversed,True
S00403,IEEE_CompTestFeeder,6232,0,32,32,0.99457,1.02658,0.03201,0.90593,1.00536,0.90637,1.02658,0.02122,623,8.77,8.7,92.8,92.76,OH-1 parallel with OH-2,T7,4178.44,4144.73,-33.72,1690.21,1682.5,-7.71,442.35,440.64,-1.72,0,caution,rise 0.0320>=0.03,CAUTION,734,702,734,623,-0.08,-0.05,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00404,IEEE_CompTestFeeder,7121,0,247,247,0.95827,0.96867,0.0104,0.90593,1.00536,0.90758,1.00668,0.00132,702,8.77,8.76,92.8,92.63,OH-1 parallel with OH-2,T7,4178.44,3922.38,-256.06,1690.21,1644.28,-45.93,442.35,433.29,-9.06,1,caution,reverse flow,CAUTION,734,702,734,702,-0.02,-0.18,0,0.24,OH-1 parallel with OH-2,T7,line 3 0.221->-0.026 reversed,True
S00405,IEEE_CompTestFeeder,625,13,138,151,1.0036,1.0901,0.08651,0.90612,1.00545,0.90776,1.0901,0.08465,625,8.74,33.32,92.78,92.61,SEC-2,T7,4164.42,4028.96,-135.47,1686.85,1661.21,-25.64,441.34,443.87,2.53,1,voltage,Max voltage 1.0901 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,24.58,-0.18,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.053->-0.072 reversed,True
S00406,IEEE_CompTestFeeder,772,0,12,12,0.93426,0.93558,0.00132,0.90593,1.00536,0.90649,1.00555,0.00018,702,8.77,8.73,92.8,92.74,OH-1 parallel with OH-2,T7,4178.44,4161.99,-16.45,1690.21,1682.26,-7.95,442.35,437.9,-4.45,0,none,No violation,SAFE,734,702,734,702,-0.04,-0.07,100.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00407,IEEE_CompTestFeeder,632,9,114,123,0.92175,0.93013,0.00838,0.90662,1.00546,0.91514,1.00658,0.00112,702,8.75,8.43,92.77,92.44,OH-1 parallel with OH-2,T1,4167.51,4030.49,-137.02,1686.34,1640.54,-45.8,440.42,417.4,-23.02,1,caution,reverse flow,CAUTION,734,702,734,702,-0.32,-0.33,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00408,IEEE_CompTestFeeder,715,0,237,237,0.99084,0.9964,0.00556,0.90593,1.00536,0.90764,1.00673,0.00137,702,8.77,8.76,92.8,92.62,OH-1 parallel with OH-2,T7,4178.44,3931.49,-246.95,1690.21,1640.97,-49.24,442.35,432.4,-9.95,0,none,No violation,SAFE,734,702,734,702,-0.02,-0.18,0,0.208,OH-1 parallel with OH-2,T7,none,True
S00409,IEEE_CompTestFeeder,6332,0,25,25,0.91349,0.92573,0.01224,0.90593,1.00536,0.91826,1.00562,0.00026,702,8.77,8.7,92.8,92.71,OH-1 parallel with OH-2,T7,4178.44,4148.0,-30.44,1690.21,1679.49,-10.72,442.35,436.92,-5.44,0,none,No violation,SAFE,734,702,734,702,-0.07,-0.1,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00410,IEEE_CompTestFeeder,6211,0,21,21,0.99457,1.0022,0.00764,0.90593,1.00536,0.90623,1.00551,0.00014,702,8.77,8.72,92.8,92.77,OH-1 parallel with OH-2,T7,4178.44,4155.76,-22.68,1690.21,1684.78,-5.43,442.35,440.68,-1.68,0,none,No violation,SAFE,734,702,734,702,-0.05,-0.03,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00411,IEEE_CompTestFeeder,721,0,167,167,0.99457,1.05192,0.05736,0.90593,1.00536,0.9081,1.05192,0.04656,621,8.77,38.19,92.8,92.57,SEC-4,T7,4178.44,4006.9,-171.55,1690.21,1654.52,-35.69,442.35,437.81,-4.55,1,voltage,Max voltage 1.0519 pu at bus 621 exceeds 1.05,CONSTRAINED,734,702,734,621,29.42,-0.23,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.092 reversed,True
S00412,IEEE_CompTestFeeder,7693,9,157,166,0.95551,0.97907,0.02357,0.90637,1.00551,0.91361,1.00784,0.00233,702,8.74,8.23,92.75,92.32,OH-1 parallel with OH-2,T1,4165.84,3952.27,-213.57,1683.79,1582.6,-101.19,438.75,382.18,-56.57,1,caution,reverse flow,CAUTION,734,702,734,702,-0.52,-0.43,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00413,IEEE_CompTestFeeder,7643,0,134,134,0.93653,0.9533,0.01677,0.90593,1.00536,0.91191,1.00726,0.0019,702,8.77,8.34,92.8,92.38,OH-1 parallel with OH-2,T1,4178.44,3998.48,-179.96,1690.21,1608.33,-81.88,442.35,396.39,-45.96,1,caution,reverse flow,CAUTION,734,702,734,702,-0.43,-0.43,0,0.24,OH-1 parallel with OH-2,T7,line 23 0.091->-0.043 reversed,True
S00414,IEEE_CompTestFeeder,6331,0,184,184,0.91349,0.99637,0.08288,0.90593,1.00536,0.92836,1.00698,0.00162,702,8.77,40.65,92.8,95.59,SEC-7,T4,4178.44,3971.01,-207.43,1690.21,1624.79,-65.42,442.35,418.93,-23.43,1,voltage_rise,Voltage rise at PV bus 6331 0.0829 pu exceeds 0.05,CONSTRAINED,734,702,735,702,31.88,2.79,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.157 reversed,True
S00415,IEEE_CompTestFeeder,716,13,229,242,0.9851,1.09534,0.11024,0.90603,1.00545,0.90698,1.09534,0.08989,716,8.77,8.76,92.79,689.03,OH-1 parallel with OH-2,T24,4164.68,3950.59,-214.08,1687.06,1667.35,-19.71,441.59,456.51,14.92,0,voltage,Max voltage 1.0953 pu at bus 716 exceeds 1.05,CONSTRAINED,734,702,734,716,-0.01,596.24,15.85,0.48,OH-1 parallel with OH-2,T7,none,True
S00416,IEEE_CompTestFeeder,7693,6,115,121,0.95503,0.97256,0.01753,0.90622,1.00546,0.91162,1.00721,0.00175,702,8.75,8.37,92.77,92.38,OH-1 parallel with OH-2,T1,4170.04,4012.33,-157.7,1685.92,1609.61,-76.31,439.95,397.25,-42.7,1,caution,reverse flow,CAUTION,734,702,734,702,-0.38,-0.39,0,0.24,OH-1 parallel with OH-2,T7,trafo 7 reversed,True
S00417,IEEE_CompTestFeeder,7121,9,91,100,0.95867,0.9626,0.00393,0.90599,1.00542,0.90664,1.00593,0.00052,702,8.77,8.77,92.8,92.73,OH-1 parallel with OH-2,T7,4169.01,4074.07,-94.94,1688.25,1669.64,-18.6,441.92,437.98,-3.94,1,caution,reverse flow,CAUTION,734,702,734,702,-0.01,-0.07,0,0.24,OH-1 parallel with OH-2,T7,line 29 0.056->-0.035 reversed,True
S00418,IEEE_CompTestFeeder,7122,0,191,191,0.95827,0.96639,0.00812,0.90593,1.00536,0.90724,1.00641,0.00104,702,8.77,8.76,92.8,92.66,OH-1 parallel with OH-2,T7,4178.44,3979.92,-198.52,1690.21,1653.27,-36.94,442.35,434.84,-7.52,1,caution,reverse flow,CAUTION,734,702,734,702,-0.02,-0.14,0,0.24,OH-1 parallel with OH-2,T7,line 28 0.145->-0.045 reversed,True
S00419,IEEE_CompTestFeeder,714,0,85,85,0.99084,0.99288,0.00204,0.90593,1.00536,0.90657,1.00588,0.00051,702,8.77,8.77,92.8,92.74,OH-1 parallel with OH-2,T7,4178.44,4089.55,-88.89,1690.21,1671.34,-18.87,442.35,438.47,-3.89,0,none,No violation,SAFE,734,702,734,702,-0.01,-0.07,240.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00420,IEEE_CompTestFeeder,756,0,44,44,0.93612,0.94097,0.00485,0.90593,1.00536,0.90797,1.00603,0.00066,702,8.77,8.63,92.8,92.56,OH-1 parallel with OH-2,T7,4178.44,4118.56,-59.88,1690.21,1661.34,-28.87,442.35,426.48,-15.88,0,none,No violation,SAFE,734,702,734,702,-0.15,-0.25,155.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00421,IEEE_CompTestFeeder,7392,0,217,217,0.98479,1.00265,0.01786,0.90593,1.00536,0.91371,1.00759,0.00223,702,8.77,8.16,92.8,117.65,OH-1 parallel with OH-2,T6,4178.44,3915.39,-263.05,1690.21,1598.51,-91.7,442.35,396.3,-46.05,1,transformer_loading,Transformer T6 loading 117.7% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.61,24.85,0,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.099 reversed,True
S00422,IEEE_CompTestFeeder,710,0,29,29,0.95737,0.95854,0.00117,0.90593,1.00536,0.90614,1.00554,0.00017,702,8.77,8.77,92.8,92.78,OH-1 parallel with OH-2,T7,4178.44,4148.07,-30.38,1690.21,1683.91,-6.3,442.35,440.98,-1.38,0,none,No violation,SAFE,734,702,734,702,-0.0,-0.02,80.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00423,IEEE_CompTestFeeder,6241,11,20,31,0.99859,1.00579,0.00721,0.90609,1.00544,0.90637,1.00579,0.00035,624,8.75,8.7,92.79,92.76,OH-1 parallel with OH-2,T7,4166.52,4145.09,-21.43,1687.33,1682.3,-5.03,441.43,440.0,-1.43,0,none,No violation,SAFE,734,702,734,624,-0.05,-0.03,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00424,IEEE_CompTestFeeder,6212,0,110,110,0.99457,1.03316,0.03859,0.90593,1.00536,0.90742,1.03316,0.0278,621,8.77,25.61,92.8,92.64,SEC-4,T7,4178.44,4063.32,-115.13,1690.21,1664.89,-25.32,442.35,437.23,-5.13,1,caution,max 1.0332>1.03; rise 0.0386>=0.03; reverse flow,CAUTION,734,702,734,621,16.84,-0.16,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.040 reversed,True
S00425,IEEE_CompTestFeeder,6231,15,113,128,1.00985,1.11177,0.10192,0.90614,1.00985,0.90743,1.11177,0.10192,623,8.74,27.7,92.78,92.64,SEC-4,T7,4162.37,4054.29,-108.08,1686.4,1667.01,-19.4,441.28,446.2,4.92,1,voltage,Max voltage 1.1118 pu at bus 623 exceeds 1.05,CONSTRAINED,734,623,734,623,18.96,-0.14,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.051->-0.049 reversed,True
S00426,IEEE_CompTestFeeder,626,12,84,96,1.00683,1.0849,0.07806,0.9061,1.00683,0.90712,1.0849,0.07806,626,8.75,21.29,92.78,92.68,SEC-3,T7,4165.54,4082.91,-82.63,1687.14,1671.09,-16.05,441.46,442.83,1.37,1,voltage,Max voltage 1.0849 pu at bus 626 exceeds 1.05,CONSTRAINED,734,626,734,626,12.54,-0.11,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.054->-0.022 reversed,True
S00427,IEEE_CompTestFeeder,6231,0,134,134,0.99457,1.11666,0.12209,0.90593,1.00536,0.90748,1.11666,0.1113,623,8.77,28.87,92.8,92.64,SEC-4,T7,4178.44,4049.07,-129.37,1690.21,1666.34,-23.87,442.35,446.98,4.63,1,voltage,Max voltage 1.1167 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,20.09,-0.17,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.054 reversed,True
S00428,IEEE_CompTestFeeder,739,0,128,128,0.98479,0.99554,0.01075,0.90593,1.00536,0.91062,1.00673,0.00136,702,8.77,8.41,92.8,92.43,OH-1 parallel with OH-2,T1,4178.44,4022.03,-156.41,1690.21,1633.55,-56.66,442.35,413.95,-28.41,1,caution,reverse flow,CAUTION,734,702,734,702,-0.37,-0.38,41.1,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.011 reversed,True
S00429,IEEE_CompTestFeeder,740,8,221,229,0.98273,1.00082,0.01809,0.90623,1.00546,0.9142,1.00775,0.00229,702,8.75,8.13,92.77,105.19,OH-1 parallel with OH-2,T5,4168.53,3900.27,-268.26,1686.36,1591.92,-94.45,440.44,393.18,-47.26,1,transformer_loading,Transformer T5 loading 105.2% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.63,12.42,75.0,0.24,OH-1 parallel with OH-2,T7,line 25 0.108->-0.112 reversed,True
S00430,IEEE_CompTestFeeder,6241,0,76,76,0.99457,1.02159,0.02702,0.90593,1.00536,0.90699,1.02159,0.01622,624,8.77,17.9,92.8,92.69,SEC-1,T7,4178.44,4097.97,-80.47,1690.21,1671.92,-18.29,442.35,437.88,-4.47,0,none,No violation,SAFE,734,702,734,624,9.12,-0.11,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00431,IEEE_CompTestFeeder,740,11,201,212,0.98299,0.99949,0.0165,0.90635,1.00549,0.91362,1.00758,0.00209,702,8.74,8.17,92.76,94.3,OH-1 parallel with OH-2,T5,4164.81,3920.53,-244.28,1684.93,1598.41,-86.52,439.72,396.44,-43.28,1,caution,reverse flow,CAUTION,734,702,734,702,-0.57,1.55,75.0,0.24,OH-1 parallel with OH-2,T7,line 25 0.105->-0.095 reversed,True
S00432,IEEE_CompTestFeeder,623,0,173,173,0.99457,1.14747,0.1529,0.90593,1.00536,0.90781,1.14747,0.1421,623,8.77,36.27,92.8,92.6,SEC-4,T7,4178.44,4016.15,-162.29,1690.21,1662.77,-27.44,442.35,453.06,10.71,1,voltage,Max voltage 1.1475 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,27.49,-0.2,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.084 reversed,True
